number,value,datetime_start,datetime_complete,duration,params_model,params_normTechnique,params_sampleTechnique,user_attrs_binIndices,user_attrs_hyperparams,state
1161,0.7580645158844953,2024-07-08 12:45:59.135211,2024-07-08 12:46:38.873301,0 days 00:00:39.738090,BaggingClassifier,Normalize_L1_1,,"[1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1]","{'n_estimators': 200, 'max_samples': 1.0, 'max_features': 1.0, 'bootstrap': True, 'bootstrap_features': False}",COMPLETE
1162,0.43870967727783555,2024-07-08 12:45:59.884227,2024-07-08 12:46:53.470291,0 days 00:00:53.586064,BaggingClassifier,Normalize_L1_1,SMOTE,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1]","{'n_estimators': 1000, 'max_samples': 0.5, 'max_features': 0.1, 'bootstrap': False, 'bootstrap_features': True}",COMPLETE
1163,0.47419354823413107,2024-07-08 12:46:00.175226,2024-07-08 12:46:27.035296,0 days 00:00:26.860070,BaggingClassifier,Normalize_L1_1,SMOTEENN,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0]","{'n_estimators': 100, 'max_samples': 1.0, 'max_features': 0.5, 'bootstrap': True, 'bootstrap_features': False}",COMPLETE
1164,0.5870967740041623,2024-07-08 12:46:00.315187,2024-07-08 12:46:39.567283,0 days 00:00:39.252096,BaggingClassifier,Normalize_L1_1,SMOTEENN,"[0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0]","{'n_estimators': 50, 'max_samples': 0.1, 'max_features': 0.5, 'bootstrap': False, 'bootstrap_features': True}",COMPLETE
1165,0.5516129030478668,2024-07-08 12:46:00.985215,2024-07-08 12:47:09.619852,0 days 00:01:08.634637,BaggingClassifier,Normalize_L1_1,BorderlineSMOTE,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0]","{'n_estimators': 200, 'max_samples': 0.1, 'max_features': 1.0, 'bootstrap': True, 'bootstrap_features': False}",COMPLETE
1166,0.7645161287856399,2024-07-08 12:46:03.007214,2024-07-08 12:47:24.794863,0 days 00:01:21.787649,BaggingClassifier,Normalize_L1_1,,"[0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0]","{'n_estimators': 200, 'max_samples': 1.0, 'max_features': 0.5, 'bootstrap': True, 'bootstrap_features': True}",COMPLETE
1167,0.4290322579261186,2024-07-08 12:46:03.282213,2024-07-08 12:46:47.574300,0 days 00:00:44.292087,BaggingClassifier,Normalize_L1_1,SMOTE,"[0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0]","{'n_estimators': 500, 'max_samples': 0.5, 'max_features': 0.1, 'bootstrap': False, 'bootstrap_features': True}",COMPLETE
1168,0.7774193545879292,2024-07-08 12:46:03.796253,2024-07-08 12:47:20.978814,0 days 00:01:17.182561,BaggingClassifier,Normalize_L1_1,,"[1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1]","{'n_estimators': 1000, 'max_samples': 0.5, 'max_features': 1.0, 'bootstrap': True, 'bootstrap_features': True}",COMPLETE
1169,0.5322580643444328,2024-07-08 12:46:03.989226,2024-07-08 12:46:30.415283,0 days 00:00:26.426057,BaggingClassifier,Normalize_L1_1,SMOTE,"[0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0]","{'n_estimators': 50, 'max_samples': 0.1, 'max_features': 1.0, 'bootstrap': False, 'bootstrap_features': False}",COMPLETE
1170,0.7741935481373569,2024-07-08 12:46:04.480211,2024-07-08 12:46:39.796282,0 days 00:00:35.316071,BaggingClassifier,Normalize_L1_1,,"[1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1]","{'n_estimators': 100, 'max_samples': 0.5, 'max_features': 0.5, 'bootstrap': True, 'bootstrap_features': True}",COMPLETE
1171,0.4645161288824141,2024-07-08 12:46:05.192213,2024-07-08 12:47:18.939864,0 days 00:01:13.747651,BaggingClassifier,Normalize_L1_1,SMOTE,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0]","{'n_estimators': 1000, 'max_samples': 0.5, 'max_features': 1.0, 'bootstrap': True, 'bootstrap_features': True}",COMPLETE
1172,0.4451612901789802,2024-07-08 12:46:05.488215,2024-07-08 12:47:31.591898,0 days 00:01:26.103683,BaggingClassifier,Normalize_L1_1,BorderlineSMOTE,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0]","{'n_estimators': 1000, 'max_samples': 0.5, 'max_features': 0.5, 'bootstrap': False, 'bootstrap_features': False}",COMPLETE
1173,0.0,2024-07-08 12:46:05.684214,2024-07-08 12:48:03.623024,0 days 00:01:57.938810,BaggingClassifier,Normalize_L1_1,KMeansSMOTE,,"{'n_estimators': 10, 'max_samples': 1.0, 'max_features': 1.0, 'bootstrap': False, 'bootstrap_features': False}",COMPLETE
1174,0.43548387082726325,2024-07-08 12:46:07.449226,2024-07-08 12:46:54.396253,0 days 00:00:46.947027,BaggingClassifier,Normalize_L1_1,SMOTE,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0]","{'n_estimators': 500, 'max_samples': 0.5, 'max_features': 0.5, 'bootstrap': False, 'bootstrap_features': False}",COMPLETE
1175,0.5709677417513007,2024-07-08 12:46:09.589211,2024-07-08 12:46:55.397296,0 days 00:00:45.808085,BaggingClassifier,Normalize_L1_1,ADASYN,"[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1]","{'n_estimators': 10, 'max_samples': 0.1, 'max_features': 0.5, 'bootstrap': True, 'bootstrap_features': False}",COMPLETE
1176,0.4096774192226847,2024-07-08 12:46:13.814184,2024-07-08 12:46:53.209285,0 days 00:00:39.395101,BaggingClassifier,Normalize_L1_1,BorderlineSMOTE,"[0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0]","{'n_estimators': 50, 'max_samples': 1.0, 'max_features': 0.5, 'bootstrap': False, 'bootstrap_features': True}",COMPLETE
1177,0.7645161287856399,2024-07-08 12:46:15.620211,2024-07-08 12:47:48.598909,0 days 00:01:32.978698,BaggingClassifier,Normalize_L1_1,,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]","{'n_estimators': 1000, 'max_samples': 1.0, 'max_features': 0.5, 'bootstrap': True, 'bootstrap_features': True}",COMPLETE
1178,0.8032258061925077,2024-07-08 12:46:18.721286,2024-07-08 12:47:02.657666,0 days 00:00:43.936380,BaggingClassifier,Normalize_L1_1,,"[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0]","{'n_estimators': 500, 'max_samples': 0.1, 'max_features': 1.0, 'bootstrap': True, 'bootstrap_features': True}",COMPLETE
1179,0.5838709675535899,2024-07-08 12:46:19.187296,2024-07-08 12:47:24.555863,0 days 00:01:05.368567,BaggingClassifier,Normalize_L1_1,ADASYN,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1]","{'n_estimators': 500, 'max_samples': 0.1, 'max_features': 1.0, 'bootstrap': True, 'bootstrap_features': True}",COMPLETE
1180,0.3774193547169615,2024-07-08 12:46:20.639303,2024-07-08 12:47:18.999847,0 days 00:00:58.360544,BaggingClassifier,Normalize_L1_1,BorderlineSMOTE,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1]","{'n_estimators': 1000, 'max_samples': 1.0, 'max_features': 0.1, 'bootstrap': False, 'bootstrap_features': True}",COMPLETE
1181,0.45806451598126946,2024-07-08 12:46:26.580296,2024-07-08 12:47:21.397858,0 days 00:00:54.817562,BaggingClassifier,Normalize_L1_1,BorderlineSMOTE,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1]","{'n_estimators': 1000, 'max_samples': 0.5, 'max_features': 0.5, 'bootstrap': True, 'bootstrap_features': True}",COMPLETE
1182,0.44193548372840785,2024-07-08 12:46:26.863283,2024-07-08 12:47:16.279846,0 days 00:00:49.416563,BaggingClassifier,Normalize_L1_1,BorderlineSMOTE,"[1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1]","{'n_estimators': 200, 'max_samples': 0.5, 'max_features': 0.5, 'bootstrap': False, 'bootstrap_features': False}",COMPLETE
1183,0.7612903223350675,2024-07-08 12:46:28.017281,2024-07-08 12:46:57.790297,0 days 00:00:29.773016,BaggingClassifier,Normalize_L1_1,,"[1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","{'n_estimators': 10, 'max_samples': 1.0, 'max_features': 0.5, 'bootstrap': False, 'bootstrap_features': False}",COMPLETE
1184,0.36451612891467217,2024-07-08 12:46:28.505300,2024-07-08 12:47:25.089861,0 days 00:00:56.584561,BaggingClassifier,Normalize_L1_1,ADASYN,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1]","{'n_estimators': 500, 'max_samples': 1.0, 'max_features': 0.1, 'bootstrap': False, 'bootstrap_features': False}",COMPLETE
1185,0.7967741932913631,2024-07-08 12:46:29.638285,2024-07-08 12:47:21.696844,0 days 00:00:52.058559,BaggingClassifier,Normalize_L1_1,,"[1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0]","{'n_estimators': 200, 'max_samples': 0.1, 'max_features': 0.1, 'bootstrap': True, 'bootstrap_features': True}",COMPLETE
1186,0.7677419352362123,2024-07-08 12:46:32.479304,2024-07-08 12:47:18.946865,0 days 00:00:46.467561,BaggingClassifier,Normalize_L1_1,,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0]","{'n_estimators': 100, 'max_samples': 0.5, 'max_features': 1.0, 'bootstrap': False, 'bootstrap_features': False}",COMPLETE
1187,0.39999999987096774,2024-07-08 12:46:33.127304,2024-07-08 12:47:21.871870,0 days 00:00:48.744566,BaggingClassifier,Normalize_L1_1,ADASYN,"[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]","{'n_estimators': 200, 'max_samples': 1.0, 'max_features': 1.0, 'bootstrap': False, 'bootstrap_features': False}",COMPLETE
1188,0.7774193545879292,2024-07-08 12:46:36.473283,2024-07-08 12:47:21.689877,0 days 00:00:45.216594,BaggingClassifier,Normalize_L1_1,,"[1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1]","{'n_estimators': 500, 'max_samples': 0.5, 'max_features': 0.1, 'bootstrap': True, 'bootstrap_features': True}",COMPLETE
1189,0.7612903223350675,2024-07-08 12:46:38.153322,2024-07-08 12:48:02.476998,0 days 00:01:24.323676,BaggingClassifier,Normalize_L1_1,,"[1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0]","{'n_estimators': 1000, 'max_samples': 1.0, 'max_features': 0.5, 'bootstrap': False, 'bootstrap_features': False}",COMPLETE
1190,0.7677419352362123,2024-07-08 12:46:38.561295,2024-07-08 12:47:29.895894,0 days 00:00:51.334599,BaggingClassifier,Normalize_L1_1,,"[0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0]","{'n_estimators': 50, 'max_samples': 1.0, 'max_features': 0.5, 'bootstrap': True, 'bootstrap_features': True}",COMPLETE
1191,0.7999999997419355,2024-07-08 12:46:40.291281,2024-07-08 12:47:38.155896,0 days 00:00:57.864615,BaggingClassifier,Normalize_L1_1,,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1]","{'n_estimators': 1000, 'max_samples': 0.1, 'max_features': 0.5, 'bootstrap': False, 'bootstrap_features': False}",COMPLETE
1192,0.8064516126430801,2024-07-08 12:46:43.331300,2024-07-08 12:47:22.696860,0 days 00:00:39.365560,BaggingClassifier,Normalize_L1_1,,"[1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1]","{'n_estimators': 500, 'max_samples': 0.1, 'max_features': 0.1, 'bootstrap': True, 'bootstrap_features': True}",COMPLETE
1193,0.7645161287856399,2024-07-08 12:46:44.025283,2024-07-08 12:47:46.453897,0 days 00:01:02.428614,BaggingClassifier,Normalize_L1_1,,"[0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1]","{'n_estimators': 100, 'max_samples': 0.5, 'max_features': 1.0, 'bootstrap': False, 'bootstrap_features': False}",COMPLETE
1194,0.7741935481373569,2024-07-08 12:46:44.261296,2024-07-08 12:47:27.465894,0 days 00:00:43.204598,BaggingClassifier,Normalize_L1_1,,"[0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0]","{'n_estimators': 100, 'max_samples': 0.5, 'max_features': 1.0, 'bootstrap': True, 'bootstrap_features': True}",COMPLETE
1195,0.8032258061925077,2024-07-08 12:46:46.312285,2024-07-08 12:47:36.132874,0 days 00:00:49.820589,BaggingClassifier,Normalize_L1_1,,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0]","{'n_estimators': 500, 'max_samples': 0.1, 'max_features': 0.1, 'bootstrap': True, 'bootstrap_features': False}",COMPLETE
1196,0.7612903223350675,2024-07-08 12:46:47.060301,2024-07-08 12:47:49.277897,0 days 00:01:02.217596,BaggingClassifier,Normalize_L1_1,,"[0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0]","{'n_estimators': 500, 'max_samples': 1.0, 'max_features': 0.5, 'bootstrap': False, 'bootstrap_features': False}",COMPLETE
1197,0.7935483868407908,2024-07-08 12:46:47.862282,2024-07-08 12:47:49.283902,0 days 00:01:01.421620,BaggingClassifier,Normalize_L1_1,,"[1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1]","{'n_estimators': 100, 'max_samples': 0.1, 'max_features': 0.5, 'bootstrap': False, 'bootstrap_features': True}",COMPLETE
1198,0.7645161287856399,2024-07-08 12:46:48.382299,2024-07-08 12:47:49.399913,0 days 00:01:01.017614,BaggingClassifier,Normalize_L1_1,,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1]","{'n_estimators': 10, 'max_samples': 0.5, 'max_features': 1.0, 'bootstrap': False, 'bootstrap_features': True}",COMPLETE
1199,0.7741935481373569,2024-07-08 12:46:50.156284,2024-07-08 12:48:02.624015,0 days 00:01:12.467731,BaggingClassifier,Normalize_L1_1,,"[1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1]","{'n_estimators': 1000, 'max_samples': 0.5, 'max_features': 0.5, 'bootstrap': True, 'bootstrap_features': False}",COMPLETE
1200,0.7709677416867845,2024-07-08 12:46:52.022281,2024-07-08 12:47:24.569867,0 days 00:00:32.547586,BaggingClassifier,Normalize_L1_1,,"[0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1]","{'n_estimators': 100, 'max_samples': 0.5, 'max_features': 0.1, 'bootstrap': False, 'bootstrap_features': True}",COMPLETE
1201,0.7967741932913631,2024-07-08 12:46:54.108257,2024-07-08 12:47:50.172896,0 days 00:00:56.064639,BaggingClassifier,Normalize_L1_1,,"[1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0]","{'n_estimators': 10, 'max_samples': 0.1, 'max_features': 0.1, 'bootstrap': False, 'bootstrap_features': True}",COMPLETE
1202,0.8032258061925077,2024-07-08 12:46:54.539285,2024-07-08 12:47:40.562867,0 days 00:00:46.023582,BaggingClassifier,Normalize_L1_1,,"[0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1]","{'n_estimators': 50, 'max_samples': 0.1, 'max_features': 1.0, 'bootstrap': False, 'bootstrap_features': False}",COMPLETE
1203,0.7580645158844953,2024-07-08 12:46:54.985287,2024-07-08 12:47:29.204908,0 days 00:00:34.219621,BaggingClassifier,Normalize_L1_1,,"[1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1]","{'n_estimators': 50, 'max_samples': 1.0, 'max_features': 0.5, 'bootstrap': True, 'bootstrap_features': False}",COMPLETE
1204,0.7645161287856399,2024-07-08 12:46:56.029312,2024-07-08 12:47:36.462900,0 days 00:00:40.433588,BaggingClassifier,Normalize_L1_1,,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0]","{'n_estimators': 100, 'max_samples': 1.0, 'max_features': 0.1, 'bootstrap': True, 'bootstrap_features': True}",COMPLETE
1205,0.0,2024-07-08 12:46:56.718307,2024-07-08 12:48:00.749997,0 days 00:01:04.031690,BaggingClassifier,Normalize_L1_1,KMeansSMOTE,,"{'n_estimators': 50, 'max_samples': 0.1, 'max_features': 0.5, 'bootstrap': True, 'bootstrap_features': False}",COMPLETE
1206,0.7967741932913631,2024-07-08 12:46:58.423287,2024-07-08 12:47:58.502998,0 days 00:01:00.079711,BaggingClassifier,Normalize_L1_1,,"[0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1]","{'n_estimators': 1000, 'max_samples': 0.1, 'max_features': 1.0, 'bootstrap': False, 'bootstrap_features': True}",COMPLETE
1207,0.7645161287856399,2024-07-08 12:47:03.156771,2024-07-08 12:48:03.843009,0 days 00:01:00.686238,BaggingClassifier,Normalize_L1_1,,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0]","{'n_estimators': 500, 'max_samples': 1.0, 'max_features': 1.0, 'bootstrap': False, 'bootstrap_features': True}",COMPLETE
1208,0.7774193545879292,2024-07-08 12:47:07.494845,2024-07-08 12:47:38.570897,0 days 00:00:31.076052,BaggingClassifier,Normalize_L1_1,,"[1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1]","{'n_estimators': 200, 'max_samples': 0.5, 'max_features': 0.1, 'bootstrap': True, 'bootstrap_features': True}",COMPLETE
